6.54,4.18,-9.23,0.13,-0.15,-0.01
6.86,4.06,-9.28,0.11,-0.09,-0.07
6.90,4.02,-9.31,0.11,-0.02,-0.13
6.38,4.15,-9.21,0.04,-0.06,-0.07
6.43,4.14,-9.33,-0.01,-0.12,-0.03
6.68,4.09,-9.39,0.00,-0.11,-0.01
6.53,4.15,-9.52,0.04,-0.08,0.01
5.95,4.42,-9.89,-0.00,-0.13,0.07
6.59,3.88,-9.92,0.01,-0.11,0.06
6.48,3.92,-9.89,0.05,-0.11,0.05
6.35,3.94,-9.88,0.06,-0.13,0.06
6.42,3.77,-9.76,0.03,-0.15,0.05
6.42,3.66,-9.67,0.03,-0.14,0.04
6.33,3.64,-9.59,0.02,-0.14,0.02
6.26,3.81,-9.83,-0.04,0.07,-0.07
6.26,3.92,-9.80,-0.06,0.06,-0.05
6.28,4.07,-9.80,-0.08,0.03,-0.02
6.29,4.18,-9.80,-0.12,-0.01,0.00
6.30,4.19,-9.77,-0.15,-0.05,0.03
6.28,3.55,-9.40,-0.25,-0.10,0.12
6.31,3.57,-9.47,-0.27,-0.10,0.13
6.34,3.55,-9.46,-0.29,-0.08,0.13
6.31,3.63,-9.51,-0.30,-0.06,0.13
6.32,3.75,-9.58,-0.31,-0.04,0.13
6.28,3.88,-9.59,-0.31,-0.01,0.13
6.31,4.06,-9.83,-0.34,-0.16,0.15
6.28,4.01,-9.73,-0.33,-0.21,0.14
6.35,4.02,-9.75,-0.28,-0.23,0.14
6.27,4.13,-9.83,-0.28,-0.29,0.13
6.66,3.79,-9.74,-0.19,-0.23,0.09
6.43,3.99,-9.36,-0.09,0.11,-0.19
6.55,4.00,-9.50,-0.07,0.16,-0.16
6.56,4.18,-9.62,-0.12,0.13,-0.15
6.67,4.07,-9.70,-0.10,0.19,-0.13
6.61,4.16,-9.70,-0.13,0.19,-0.15
6.58,4.14,-9.63,-0.14,0.19,-0.14
6.92,3.70,-9.88,-0.10,-0.65,0.27
7.22,3.57,-10.27,-0.06,-0.56,0.27
7.32,3.48,-10.55,-0.02,-0.42,0.24
7.43,3.34,-10.54,0.00,-0.25,0.20
7.10,3.40,-10.46,0.04,-0.09,0.16
9.20,-1.26,-16.17,0.87,-1.96,1.20
9.51,-1.30,-17.34,1.22,-1.63,1.14
